      7.06953313E-01      7.06953313E-01      2.08333333E-02
      6.88941725E-01      7.23618123E-01      4.16666667E-02
      7.23618123E-01      6.88941725E-01      4.16666667E-02
      7.05724362E-01      7.05724362E-01      6.25000000E-02
      6.70246033E-01      7.39502539E-01      6.25000000E-02
      6.50900931E-01      7.54575069E-01      8.33333333E-02
      6.87142136E-01      7.21727955E-01      8.33333333E-02
      6.67905577E-01      7.36920244E-01      1.04166667E-01
      7.39502539E-01      6.70246033E-01      6.25000000E-02
      7.21727955E-01      6.87142136E-01      8.33333333E-02
      7.54575069E-01      6.50900931E-01      8.33333333E-02
      7.36920244E-01      6.67905577E-01      1.04166667E-01
      7.03260018E-01      7.03260018E-01      1.04166667E-01
      6.84132300E-01      7.18566626E-01      1.25000000E-01
      7.18566626E-01      6.84132300E-01      1.25000000E-01
      6.99547225E-01      6.99547225E-01      1.45833333E-01
      6.30942093E-01      7.68805165E-01      1.04166667E-01
      6.10406170E-01      7.82163223E-01      1.25000000E-01
      6.48049840E-01      7.51269862E-01      1.25000000E-01
      6.27611095E-01      7.64746332E-01      1.45833333E-01
      5.89330786E-01      7.94620578E-01      1.45833333E-01
      5.67754533E-01      8.06149497E-01      1.66666667E-01
      6.06626529E-01      7.77320060E-01      1.66666667E-01
      5.85134341E-01      7.88962327E-01      1.87500000E-01
      6.64379434E-01      7.33029745E-01      1.45833333E-01
      6.44037109E-01      7.46617991E-01      1.66666667E-01
      6.79896146E-01      7.14117254E-01      1.66666667E-01
      6.59648590E-01      7.27810063E-01      1.87500000E-01
      6.23142067E-01      7.59300806E-01      1.87500000E-01
      6.01732107E-01      7.71048438E-01      2.08333333E-01
      6.38840848E-01      7.40594081E-01      2.08333333E-01
      6.17510302E-01      7.52438480E-01      2.29166667E-01
      7.68805165E-01      6.30942093E-01      1.04166667E-01
      7.51269862E-01      6.48049840E-01      1.25000000E-01
      7.82163223E-01      6.10406170E-01      1.25000000E-01
      7.64746332E-01      6.27611095E-01      1.45833333E-01
      7.33029745E-01      6.64379434E-01      1.45833333E-01
      7.14117254E-01      6.79896146E-01      1.66666667E-01
      7.46617991E-01      6.44037109E-01      1.66666667E-01
      7.27810063E-01      6.59648590E-01      1.87500000E-01
      7.94620578E-01      5.89330786E-01      1.45833333E-01
      7.77320060E-01      6.06626529E-01      1.66666667E-01
      8.06149497E-01      5.67754533E-01      1.66666667E-01
      7.88962327E-01      5.85134341E-01      1.87500000E-01
      7.59300806E-01      6.23142067E-01      1.87500000E-01
      7.40594081E-01      6.38840848E-01      2.08333333E-01
      7.71048438E-01      6.01732107E-01      2.08333333E-01
      7.52438480E-01      6.17510302E-01      2.29166667E-01
      6.94565962E-01      6.94565962E-01      1.87500000E-01
      6.74410565E-01      7.08355569E-01      2.08333333E-01
      7.08355569E-01      6.74410565E-01      2.08333333E-01
      6.88288689E-01      6.88288689E-01      2.29166667E-01
      6.53686890E-01      7.21232340E-01      2.29166667E-01
